520.000000,199.000000,575.000000,199.000000,575.000000,227.000000,520.000000,227.000000
517.000000,195.000000,572.000000,195.000000,572.000000,223.000000,517.000000,223.000000
516.000000,195.000000,571.000000,195.000000,571.000000,223.000000,516.000000,223.000000
504.000000,196.000000,559.000000,196.000000,559.000000,224.000000,504.000000,224.000000
495.000000,199.000000,550.000000,199.000000,550.000000,227.000000,495.000000,227.000000
487.000000,198.000000,542.000000,198.000000,542.000000,226.000000,487.000000,226.000000
468.000000,200.000000,523.000000,200.000000,523.000000,228.000000,468.000000,228.000000
452.000000,201.000000,507.000000,201.000000,507.000000,229.000000,452.000000,229.000000
446.000000,199.000000,501.000000,199.000000,501.000000,227.000000,446.000000,227.000000
432.000000,200.000000,487.000000,200.000000,487.000000,228.000000,432.000000,228.000000
422.000000,201.000000,477.000000,201.000000,477.000000,229.000000,422.000000,229.000000
418.000000,202.000000,473.000000,202.000000,473.000000,230.000000,418.000000,230.000000
407.000000,204.000000,462.000000,204.000000,462.000000,232.000000,407.000000,232.000000
397.000000,205.000000,452.000000,205.000000,452.000000,233.000000,397.000000,233.000000
392.000000,207.000000,447.000000,207.000000,447.000000,235.000000,392.000000,235.000000
380.000000,211.000000,435.000000,211.000000,435.000000,239.000000,380.000000,239.000000
371.000000,215.000000,426.000000,215.000000,426.000000,243.000000,371.000000,243.000000
363.000000,216.000000,418.000000,216.000000,418.000000,244.000000,363.000000,244.000000
356.000000,216.000000,411.000000,216.000000,411.000000,244.000000,356.000000,244.000000
353.000000,215.000000,408.000000,215.000000,408.000000,243.000000,353.000000,243.000000
353.000000,214.000000,408.000000,214.000000,408.000000,242.000000,353.000000,242.000000
352.000000,213.000000,407.000000,213.000000,407.000000,241.000000,352.000000,241.000000
351.000000,214.000000,406.000000,214.000000,406.000000,242.000000,351.000000,242.000000
351.000000,215.000000,406.000000,215.000000,406.000000,243.000000,351.000000,243.000000
351.000000,217.000000,406.000000,217.000000,406.000000,245.000000,351.000000,245.000000
351.000000,219.000000,406.000000,219.000000,406.000000,247.000000,351.000000,247.000000
351.000000,221.000000,406.000000,221.000000,406.000000,249.000000,351.000000,249.000000
349.000000,222.000000,404.000000,222.000000,404.000000,250.000000,349.000000,250.000000
347.000000,222.000000,402.000000,222.000000,402.000000,250.000000,347.000000,250.000000
346.000000,222.000000,401.000000,222.000000,401.000000,250.000000,346.000000,250.000000
346.000000,223.000000,401.000000,223.000000,401.000000,251.000000,346.000000,251.000000
350.000000,228.000000,405.000000,228.000000,405.000000,256.000000,350.000000,256.000000
354.000000,229.000000,409.000000,229.000000,409.000000,257.000000,354.000000,257.000000
357.000000,231.000000,412.000000,231.000000,412.000000,259.000000,357.000000,259.000000
357.000000,232.000000,412.000000,232.000000,412.000000,260.000000,357.000000,260.000000
356.000000,233.000000,411.000000,233.000000,411.000000,261.000000,356.000000,261.000000
355.000000,233.000000,410.000000,233.000000,410.000000,261.000000,355.000000,261.000000
354.000000,234.000000,409.000000,234.000000,409.000000,262.000000,354.000000,262.000000
350.000000,238.000000,405.000000,238.000000,405.000000,266.000000,350.000000,266.000000
345.000000,242.000000,400.000000,242.000000,400.000000,270.000000,345.000000,270.000000
342.000000,243.000000,397.000000,243.000000,397.000000,271.000000,342.000000,271.000000
340.000000,244.000000,395.000000,244.000000,395.000000,272.000000,340.000000,272.000000
336.000000,249.000000,391.000000,249.000000,391.000000,277.000000,336.000000,277.000000
334.000000,253.000000,389.000000,253.000000,389.000000,281.000000,334.000000,281.000000
335.000000,254.000000,390.000000,254.000000,390.000000,282.000000,335.000000,282.000000
340.000000,255.000000,395.000000,255.000000,395.000000,283.000000,340.000000,283.000000
345.000000,256.000000,400.000000,256.000000,400.000000,284.000000,345.000000,284.000000
